From,To,Airline,Departure Delay,Arrival Delay,Distance,Airline Rating,Airport Rating,weather__hourly__weatherDesc__value
CCU,DEL,Go Air,10,14,1312,0.3,0.86,Clear
BLR,DEL,Indigo,0,0,1736,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,35,0,1312,0.7,0.86,Clear
BLR,DEL,Indigo,0,-13,1736,0.7,0.9,Partly cloudy
BLR,DEL,Indigo,0,-4,1736,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,-7,-3,1312,0.7,0.86,Clear
DEL,HYD,Indigo,9,-19,1244,0.7,0.88,Moderate rain at times
BLR,BOM,Indigo,0,-18,848,0.7,0.9,Partly cloudy
BLR,BOM,Indigo,0,-14,848,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,-17,-11,1312,0.7,0.86,Clear
BLR,BOM,Indigo,0,-9,848,0.7,0.9,Cloudy
DEL,HYD,Indigo,11,-18,1244,0.7,0.88,Moderate rain at times
CCU,DEL,Indigo,0,-10,1312,0.7,0.86,Clear
BLR,BOM,Indigo,0,-35,848,0.7,0.9,Cloudy
BLR,DEL,Indigo,0,0,1736,0.7,0.9,Cloudy
DEL,HYD,Indigo,18,-3,1244,0.7,0.88,Moderate rain at times
BLR,DEL,Indigo,0,0,1736,0.7,0.9,Cloudy
DEL,HYD,Indigo,27,5,1244,0.7,0.88,Patchy light rain with thunder
CCU,DEL,Indigo,21,29,1312,0.7,0.86,Sunny
DEL,HYD,Indigo,42,17,1244,0.7,0.88,Patchy light rain with thunder
BLR,DEL,Indigo,0,0,1736,0.7,0.9,Partly cloudy
BLR,BOM,Indigo,4,3,848,0.7,0.9,Partly cloudy
BLR,DEL,Indigo,-3,-15,1736,0.7,0.9,Partly cloudy
DEL,HYD,Indigo,33,26,1244,0.7,0.88,Patchy light rain with thunder
CCU,DEL,Indigo,0,-5,1312,0.7,0.86,Sunny
BLR,BOM,Indigo,-5,-16,848,0.7,0.9,Light rain shower
CCU,DEL,Indigo,130,145,1312,0.7,0.86,Sunny
CCU,DEL,Indigo,20,0,1312,0.7,0.86,Sunny
DEL,HYD,Indigo,16,-3,1244,0.7,0.88,Patchy light rain with thunder
BLR,BOM,Indigo,-9,-3,848,0.7,0.9,Moderate or heavy rain shower
CCU,DEL,Indigo,5,9,1312,0.7,0.86,Sunny
BLR,DEL,Indigo,0,20,1736,0.7,0.9,Moderate or heavy rain shower
BLR,BOM,Indigo,0,-3,848,0.7,0.9,Partly cloudy
BLR,DEL,Indigo,0,-11,1736,0.7,0.9,Partly cloudy
DEL,HYD,Indigo,65,73,1244,0.7,0.88,Patchy rain possible
CCU,DEL,Indigo,0,6,1312,0.7,0.86,Clear
BLR,DEL,Indigo,0,-2,1736,0.7,0.9,Partly cloudy
BLR,BOM,Indigo,20,34,848,0.7,0.9,Partly cloudy
BLR,DEL,Indigo,0,-15,1736,0.7,0.9,Partly cloudy
DEL,HYD,Indigo,15,2,1244,0.7,0.88,Patchy rain possible
CCU,DEL,Indigo,58,53,1312,0.7,0.86,Clear
DEL,HYD,Indigo,27,7,1244,0.7,0.88,Moderate or heavy rain shower
BLR,DEL,Indigo,0,0,1736,0.7,0.9,Patchy rain possible
CCU,DEL,Indigo,-4,-14,1312,0.7,0.86,Clear
BLR,BOM,Indigo,0,-15,848,0.7,0.9,Patchy rain possible
BLR,DEL,Indigo,0,0,1736,0.7,0.9,Patchy rain possible
DEL,HYD,Indigo,17,0,1244,0.7,0.88,Moderate or heavy rain shower
BLR,BOM,Indigo,60,0,848,0.7,0.9,Partly cloudy
BLR,DEL,Indigo,65,0,1736,0.7,0.9,Partly cloudy
BLR,BOM,Spicejet,-3,-5,848,0.4,0.9,Partly cloudy
BLR,DEL,Spicejet,-4,0,1736,0.4,0.9,Partly cloudy
CCU,DEL,Spicejet,34,30,1312,0.4,0.86,Sunny
CCU,DEL,Spicejet,3,21,1312,0.4,0.86,Sunny
CCU,DEL,Spicejet,15,43,1312,0.4,0.86,Clear
DEL,HYD,Spicejet,25,35,1244,0.4,0.88,Patchy rain possible
BLR,BOM,Spicejet,85,71,848,0.4,0.9,Patchy rain possible
BLR,DEL,Spicejet,0,0,1736,0.4,0.9,Partly cloudy
DEL,HYD,Spicejet,0,5,1244,0.4,0.88,Patchy rain possible
CCU,DEL,Spicejet,16,19,1312,0.4,0.86,Clear
BLR,DEL,Spicejet,19,0,1736,0.4,0.9,Patchy rain possible
BLR,DEL,Spicejet,0,0,1736,0.4,0.9,Patchy rain possible
BLR,BOM,Vistara,-4,-20,848,0.8,0.9,Cloudy
DEL,HYD,Vistara,-1,-6,1244,0.8,0.88,Moderate rain at times
CCU,DEL,Vistara,-4,13,1312,0.8,0.86,Clear
BLR,BOM,Vistara,0,0,848,0.8,0.9,Cloudy
BLR,BOM,Vistara,0,0,848,0.8,0.9,Partly cloudy
BLR,BOM,Vistara,-5,-12,848,0.8,0.9,Partly cloudy
BLR,DEL,Vistara,5,31,1736,0.8,0.9,Partly cloudy
DEL,HYD,Vistara,4,-2,1244,0.8,0.88,Patchy light rain with thunder
CCU,DEL,Vistara,0,5,1312,0.8,0.86,Sunny
DEL,HYD,Vistara,3,5,1244,0.8,0.88,Patchy light rain with thunder
BLR,DEL,Vistara,-3,7,1736,0.8,0.9,Moderate or heavy rain shower
BLR,BOM,Vistara,18,30,848,0.8,0.9,Partly cloudy
BLR,DEL,Vistara,13,24,1736,0.8,0.9,Partly cloudy
BLR,BOM,Vistara,7,8,848,0.8,0.9,Partly cloudy
CCU,DEL,Vistara,7,7,1312,0.8,0.86,Clear
DEL,HYD,Vistara,42,60,1244,0.8,0.88,Moderate or heavy rain shower
BLR,DEL,Vistara,36,45,1736,0.8,0.9,Patchy rain possible
BLR,BOM,Vistara,40,47,848,0.8,0.9,Patchy rain possible
BLR,BOM,Air Asia,0,4,848,0.5,0.9,Partly cloudy
BLR,DEL,Air Asia,-6,-11,1736,0.5,0.9,Partly cloudy
DEL,HYD,Air Asia,0,0,1244,0.5,0.88,Light rain shower
BLR,DEL,Air Asia,11,27,1736,0.5,0.9,Partly cloudy
CCU,DEL,Air Asia,18,26,1312,0.5,0.86,Sunny
BLR,BOM,Air Asia,-1,-9,848,0.5,0.9,Overcast
BLR,DEL,Air Asia,0,10,1736,0.5,0.9,Overcast
CCU,DEL,Air Asia,-6,32,1312,0.5,0.86,Sunny
DEL,HYD,Air Asia,0,0,1244,0.5,0.88,Patchy rain possible
DEL,HYD,Air Asia,123,125,1244,0.5,0.88,Partly cloudy
BLR,BOM,Air Asia,30,-1,848,0.5,0.9,Cloudy
CCU,DEL,Air Asia,0,3,1312,0.5,0.86,Clear
BLR,BOM,Air Asia,0,-5,848,0.5,0.9,Cloudy
BLR,DEL,Air Asia,104,100,1736,0.5,0.9,Partly cloudy
CCU,DEL,Air India,-8,22,1312,0.5,0.86,Clear
BLR,DEL,Air India,0,2,1736,0.5,0.9,Partly cloudy
BLR,BOM,Air India,0,-19,848,0.5,0.9,Partly cloudy
CCU,DEL,Air India,0,-5,1312,0.5,0.86,Clear
DEL,HYD,Air India,7,36,1244,0.5,0.88,Light rain shower
BLR,BOM,Air India,15,45,848,0.5,0.9,Overcast
DEL,HYD,Air India,38,31,1244,0.5,0.88,Light rain shower
BLR,DEL,Air India,0,16,1736,0.5,0.9,Overcast
CCU,DEL,Air India,20,-6,1312,0.5,0.86,Sunny
DEL,HYD,Air India,18,-57,1244,0.5,0.88,Light rain shower
DEL,HYD,Air India,12,-7,1244,0.5,0.88,Patchy rain possible
BLR,DEL,Air India,2,3,1736,0.5,0.9,Patchy rain possible
BLR,DEL,Air India,50,58,1736,0.5,0.9,Partly cloudy
BLR,BOM,Air India,0,0,848,0.5,0.9,Partly cloudy
CCU,DEL,Air India,5,7,1312,0.5,0.86,Sunny
BLR,BOM,Air India,7,11,848,0.5,0.9,Cloudy
CCU,DEL,Air India,-4,5,1312,0.5,0.86,Clear
DEL,HYD,Air India,42,29,1244,0.5,0.88,Partly cloudy
BLR,DEL,Air India,7,12,1736,0.5,0.9,Cloudy
BLR,DEL,Air India,0,0,1736,0.5,0.9,Cloudy
DEL,HYD,Go Air,3,17,1244,0.3,0.88,Light rain shower
BLR,BOM,Go Air,7,14,848,0.3,0.9,Partly cloudy
BLR,DEL,Go Air,7,1,1736,0.3,0.9,Partly cloudy
DEL,HYD,Go Air,0,0,1244,0.3,0.88,Light rain shower
BLR,DEL,Go Air,0,0,1736,0.3,0.9,Partly cloudy
CCU,DEL,Go Air,25,52,1312,0.3,0.86,Sunny
BLR,DEL,Go Air,10,8,1736,0.3,0.9,Overcast
BLR,BOM,Go Air,-6,-10,848,0.3,0.9,Partly cloudy
DEL,HYD,Go Air,112,109,1244,0.3,0.88,Partly cloudy
BLR,DEL,Go Air,45,45,1736,0.3,0.9,Cloudy
BLR,BOM,Go Air,0,0,848,0.3,0.9,Cloudy
CCU,DEL,Go Air,10,14,1312,0.3,0.86,Clear
BLR,DEL,Indigo,0,0,1736,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,0,-17,1312,0.7,0.86,Clear
BLR,DEL,Indigo,0,0,1736,0.7,0.9,Partly cloudy
BLR,DEL,Indigo,0,-13,1736,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,0,-8,1312,0.7,0.86,Clear
DEL,HYD,Indigo,2,56,1244,0.7,0.88,Light rain shower
BLR,BOM,Indigo,-2,-24,848,0.7,0.9,Partly cloudy
BLR,BOM,Indigo,0,-6,848,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,8,-23,1312,0.7,0.86,Clear
BLR,BOM,Indigo,0,7,848,0.7,0.9,Partly cloudy
DEL,HYD,Indigo,0,0,1244,0.7,0.88,Light rain shower
CCU,DEL,Indigo,1,-37,1312,0.7,0.86,Clear
BLR,BOM,Indigo,0,-16,848,0.7,0.9,Partly cloudy
BLR,DEL,Indigo,0,8,1736,0.7,0.9,Partly cloudy
BLR,DEL,Indigo,0,-1,1736,0.7,0.9,Partly cloudy
DEL,HYD,Indigo,-14,-21,1244,0.7,0.88,Light rain shower
CCU,DEL,Indigo,40,23,1312,0.7,0.86,Sunny
DEL,HYD,Indigo,78,63,1244,0.7,0.88,Light rain shower
BLR,DEL,Indigo,0,-1,1736,0.7,0.9,Overcast
CCU,DEL,Indigo,0,-27,1312,0.7,0.86,Sunny
CCU,DEL,Indigo,-1,-21,1312,0.7,0.86,Sunny
BLR,BOM,Indigo,4,3,848,0.7,0.9,Overcast
BLR,DEL,Indigo,0,0,1736,0.7,0.9,Overcast
DEL,HYD,Indigo,0,5,1244,0.7,0.88,Light rain shower
DEL,HYD,Indigo,31,10,1244,0.7,0.88,Patchy rain possible
BLR,BOM,Indigo,-5,-16,848,0.7,0.9,Patchy rain possible
CCU,DEL,Indigo,-2,23,1312,0.7,0.86,Sunny
DEL,HYD,Indigo,0,0,1244,0.7,0.88,Patchy rain possible
BLR,BOM,Indigo,-9,-3,848,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,5,9,1312,0.7,0.86,Sunny
BLR,DEL,Indigo,5,-1,1736,0.7,0.9,Partly cloudy
BLR,BOM,Indigo,0,-3,848,0.7,0.9,Cloudy
BLR,DEL,Indigo,0,-20,1736,0.7,0.9,Cloudy
DEL,HYD,Indigo,0,0,1244,0.7,0.88,Partly cloudy
CCU,DEL,Indigo,0,1,1312,0.7,0.86,Clear
BLR,DEL,Indigo,0,-20,1736,0.7,0.9,Cloudy
BLR,BOM,Indigo,0,0,848,0.7,0.9,Cloudy
BLR,DEL,Indigo,0,-13,1736,0.7,0.9,Cloudy
DEL,HYD,Indigo,5,8,1244,0.7,0.88,Partly cloudy
CCU,DEL,Indigo,58,53,1312,0.7,0.86,Clear
DEL,HYD,Indigo,53,31,1244,0.7,0.88,Partly cloudy
BLR,DEL,Indigo,0,0,1736,0.7,0.9,Cloudy
CCU,DEL,Indigo,-4,-14,1312,0.7,0.86,Clear
BLR,BOM,Indigo,0,0,848,0.7,0.9,Cloudy
BLR,DEL,Indigo,0,0,1736,0.7,0.9,Cloudy
DEL,HYD,Indigo,40,34,1244,0.7,0.88,Partly cloudy
BLR,BOM,Indigo,35,0,848,0.7,0.9,Cloudy
BLR,DEL,Indigo,0,0,1736,0.7,0.9,Cloudy
BLR,BOM,Spicejet,-8,4,848,0.4,0.9,Partly cloudy
BLR,DEL,Spicejet,6,11,1736,0.4,0.9,Partly cloudy
CCU,DEL,Spicejet,0,-9,1312,0.4,0.86,Clear
CCU,DEL,Spicejet,3,21,1312,0.4,0.86,Sunny
CCU,DEL,Spicejet,5,35,1312,0.4,0.86,Clear
DEL,HYD,Spicejet,0,0,1244,0.4,0.88,Partly cloudy
BLR,BOM,Spicejet,58,50,848,0.4,0.9,Cloudy
BLR,DEL,Spicejet,-2,8,1736,0.4,0.9,Cloudy
DEL,HYD,Spicejet,-6,-8,1244,0.4,0.88,Partly cloudy
CCU,DEL,Spicejet,16,19,1312,0.4,0.86,Clear
BLR,DEL,Spicejet,25,45,1736,0.4,0.9,Cloudy
BLR,DEL,Spicejet,25,20,1736,0.4,0.9,Cloudy
BLR,BOM,Vistara,3,5,848,0.8,0.9,Partly cloudy
DEL,HYD,Vistara,4,14,1244,0.8,0.88,Light rain shower
CCU,DEL,Vistara,-5,12,1312,0.8,0.86,Clear
BLR,BOM,Vistara,-4,24,848,0.8,0.9,Partly cloudy
BLR,BOM,Vistara,0,10,848,0.8,0.9,Overcast
BLR,BOM,Vistara,-5,-12,848,0.8,0.9,Overcast
BLR,DEL,Vistara,-1,17,1736,0.8,0.9,Overcast
DEL,HYD,Vistara,13,16,1244,0.8,0.88,Patchy rain possible
CCU,DEL,Vistara,-7,30,1312,0.8,0.86,Sunny
DEL,HYD,Vistara,0,0,1244,0.8,0.88,Patchy rain possible
BLR,DEL,Vistara,-3,7,1736,0.8,0.9,Partly cloudy
BLR,BOM,Vistara,18,30,848,0.8,0.9,Cloudy
BLR,DEL,Vistara,10,17,1736,0.8,0.9,Cloudy
BLR,BOM,Vistara,20,1,848,0.8,0.9,Cloudy
CCU,DEL,Vistara,19,25,1312,0.8,0.86,Clear
DEL,HYD,Vistara,23,30,1244,0.8,0.88,Partly cloudy
BLR,DEL,Vistara,18,27,1736,0.8,0.9,Cloudy
BLR,BOM,Vistara,30,30,848,0.8,0.9,Cloudy
BLR,BOM,Air Asia,0,-8,848,0.5,0.9,Partly cloudy
BLR,DEL,Air Asia,0,-4,1736,0.5,0.9,Partly cloudy
DEL,HYD,Air Asia,2,16,1244,0.5,0.88,Light rain shower
BLR,DEL,Air Asia,-3,-2,1736,0.5,0.9,Partly cloudy
CCU,DEL,Air Asia,28,27,1312,0.5,0.86,Sunny
BLR,BOM,Air Asia,0,5,848,0.5,0.9,Sunny
BLR,DEL,Air Asia,-6,-10,1736,0.5,0.9,Sunny
CCU,DEL,Air Asia,-3,12,1312,0.5,0.86,Sunny
DEL,HYD,Air Asia,-3,7,1244,0.5,0.88,Patchy rain possible
DEL,HYD,Air Asia,31,20,1244,0.5,0.88,Light rain shower
BLR,BOM,Air Asia,0,-24,848,0.5,0.9,Partly cloudy
CCU,DEL,Air Asia,8,-1,1312,0.5,0.86,Clear
BLR,BOM,Air Asia,0,-7,848,0.5,0.9,Partly cloudy
BLR,DEL,Air Asia,0,0,1736,0.5,0.9,Partly cloudy
CCU,DEL,Air India,19,19,1312,0.5,0.86,Clear
BLR,DEL,Air India,0,-5,1736,0.5,0.9,Partly cloudy
BLR,BOM,Air India,0,-1,848,0.5,0.9,Partly cloudy
CCU,DEL,Air India,4,-3,1312,0.5,0.86,Clear
DEL,HYD,Air India,23,21,1244,0.5,0.88,Light rain shower
BLR,BOM,Air India,11,-5,848,0.5,0.9,Sunny
DEL,HYD,Air India,40,30,1244,0.5,0.88,Light rain shower
BLR,DEL,Air India,0,7,1736,0.5,0.9,Sunny
CCU,DEL,Air India,29,9,1312,0.5,0.86,Sunny
DEL,HYD,Air India,35,-2,1244,0.5,0.88,Light rain shower
DEL,HYD,Air India,85,104,1244,0.5,0.88,Light rain shower
BLR,DEL,Air India,2,3,1736,0.5,0.9,Partly cloudy
BLR,DEL,Air India,0,-4,1736,0.5,0.9,Partly cloudy
BLR,BOM,Air India,0,0,848,0.5,0.9,Partly cloudy
CCU,DEL,Air India,0,0,1312,0.5,0.86,Sunny
BLR,BOM,Air India,65,102,848,0.5,0.9,Partly cloudy
CCU,DEL,Air India,0,10,1312,0.5,0.86,Clear
DEL,HYD,Air India,24,1,1244,0.5,0.88,Light rain shower
BLR,DEL,Air India,7,12,1736,0.5,0.9,Partly cloudy
BLR,DEL,Air India,0,0,1736,0.5,0.9,Partly cloudy
BLR,BOM,Go Air,13,33,848,0.3,0.9,Partly cloudy
DEL,HYD,Go Air,-5,3,1244,0.3,0.88,Moderate or heavy rain shower
BLR,DEL,Go Air,9,1,1736,0.3,0.9,Partly cloudy
DEL,HYD,Go Air,-4,9,1244,0.3,0.88,Light rain shower
BLR,DEL,Go Air,31,28,1736,0.3,0.9,Sunny
BLR,DEL,Go Air,-6,-6,1736,0.3,0.9,Sunny
BLR,BOM,Go Air,0,1,848,0.3,0.9,Partly cloudy
DEL,HYD,Go Air,41,47,1244,0.3,0.88,Light rain shower
BLR,DEL,Go Air,0,-6,1736,0.3,0.9,Partly cloudy
BLR,BOM,Go Air,0,0,848,0.3,0.9,Partly cloudy
CCU,DEL,Go Air,-18,-14,1312,0.3,0.86,Clear
BLR,DEL,Indigo,0,0,1736,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,25,9,1312,0.7,0.86,Clear
BLR,DEL,Indigo,-14,-25,1736,0.7,0.9,Partly cloudy
BLR,DEL,Indigo,-11,-34,1736,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,20,2,1312,0.7,0.86,Clear
DEL,HYD,Indigo,2,-9,1244,0.7,0.88,Moderate or heavy rain shower
BLR,BOM,Indigo,0,-8,848,0.7,0.9,Partly cloudy
BLR,BOM,Indigo,0,-18,848,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,5,-16,1312,0.7,0.86,Clear
BLR,BOM,Indigo,0,-14,848,0.7,0.9,Partly cloudy
DEL,HYD,Indigo,14,-5,1244,0.7,0.88,Light rain shower
CCU,DEL,Indigo,5,-21,1312,0.7,0.86,Clear
BLR,BOM,Indigo,0,-13,848,0.7,0.9,Partly cloudy
BLR,DEL,Indigo,0,-7,1736,0.7,0.9,Partly cloudy
DEL,HYD,Indigo,4,8,1244,0.7,0.88,Light rain shower
BLR,DEL,Indigo,0,-18,1736,0.7,0.9,Partly cloudy
DEL,HYD,Indigo,4,6,1244,0.7,0.88,Light rain shower
CCU,DEL,Indigo,21,29,1312,0.7,0.86,Sunny
BLR,DEL,Indigo,0,-1,1736,0.7,0.9,Sunny
DEL,HYD,Indigo,24,8,1244,0.7,0.88,Light rain shower
BLR,BOM,Indigo,0,35,848,0.7,0.9,Sunny
BLR,DEL,Indigo,0,0,1736,0.7,0.9,Sunny
DEL,HYD,Indigo,28,16,1244,0.7,0.88,Light rain shower
CCU,DEL,Indigo,7,-4,1312,0.7,0.86,Sunny
BLR,BOM,Indigo,0,-11,848,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,8,-7,1312,0.7,0.86,Sunny
CCU,DEL,Indigo,16,-4,1312,0.7,0.86,Sunny
DEL,HYD,Indigo,7,1,1244,0.7,0.88,Patchy rain possible
BLR,BOM,Indigo,0,-14,848,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,0,-7,1312,0.7,0.86,Sunny
BLR,DEL,Indigo,0,14,1736,0.7,0.9,Partly cloudy
BLR,BOM,Indigo,60,64,848,0.7,0.9,Partly cloudy
BLR,DEL,Indigo,0,-13,1736,0.7,0.9,Partly cloudy
DEL,HYD,Indigo,18,5,1244,0.7,0.88,Light rain shower
CCU,DEL,Indigo,0,-3,1312,0.7,0.86,Clear
BLR,DEL,Indigo,0,-3,1736,0.7,0.9,Partly cloudy
BLR,BOM,Indigo,0,10,848,0.7,0.9,Partly cloudy
BLR,DEL,Indigo,0,0,1736,0.7,0.9,Partly cloudy
DEL,HYD,Indigo,9,-10,1244,0.7,0.88,Light rain shower
CCU,DEL,Indigo,60,57,1312,0.7,0.86,Clear
DEL,HYD,Indigo,18,-13,1244,0.7,0.88,Light rain shower
BLR,DEL,Indigo,0,0,1736,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,-4,-14,1312,0.7,0.86,Clear
BLR,BOM,Indigo,0,0,848,0.7,0.9,Partly cloudy
BLR,DEL,Indigo,0,0,1736,0.7,0.9,Partly cloudy
DEL,HYD,Indigo,0,-12,1244,0.7,0.88,Light rain shower
BLR,BOM,Indigo,0,0,848,0.7,0.9,Partly cloudy
BLR,DEL,Indigo,0,0,1736,0.7,0.9,Partly cloudy
BLR,BOM,Spicejet,-5,-4,848,0.4,0.9,Partly cloudy
BLR,DEL,Spicejet,0,20,1736,0.4,0.9,Partly cloudy
CCU,DEL,Spicejet,34,30,1312,0.4,0.86,Sunny
CCU,DEL,Spicejet,-5,30,1312,0.4,0.86,Sunny
CCU,DEL,Spicejet,5,22,1312,0.4,0.86,Clear
DEL,HYD,Spicejet,8,29,1244,0.4,0.88,Light rain shower
BLR,BOM,Spicejet,0,2,848,0.4,0.9,Partly cloudy
BLR,DEL,Spicejet,-5,9,1736,0.4,0.9,Partly cloudy
DEL,HYD,Spicejet,0,0,1244,0.4,0.88,Light rain shower
CCU,DEL,Spicejet,18,3,1312,0.4,0.86,Clear
BLR,DEL,Spicejet,0,0,1736,0.4,0.9,Partly cloudy
BLR,DEL,Spicejet,0,0,1736,0.4,0.9,Partly cloudy
BLR,BOM,Vistara,1,9,848,0.8,0.9,Partly cloudy
DEL,HYD,Vistara,0,9,1244,0.8,0.88,Light rain shower
CCU,DEL,Vistara,-4,13,1312,0.8,0.86,Clear
BLR,BOM,Vistara,1,6,848,0.8,0.9,Partly cloudy
BLR,BOM,Vistara,0,19,848,0.8,0.9,Sunny
BLR,BOM,Vistara,-2,-6,848,0.8,0.9,Sunny
BLR,DEL,Vistara,-11,3,1736,0.8,0.9,Sunny
DEL,HYD,Vistara,-2,-7,1244,0.8,0.88,Light rain shower
CCU,DEL,Vistara,-4,-1,1312,0.8,0.86,Sunny
DEL,HYD,Vistara,-2,-2,1244,0.8,0.88,Patchy rain possible
BLR,DEL,Vistara,-3,7,1736,0.8,0.9,Partly cloudy
BLR,BOM,Vistara,0,17,848,0.8,0.9,Partly cloudy
BLR,DEL,Vistara,0,-1,1736,0.8,0.9,Partly cloudy
BLR,BOM,Vistara,9,13,848,0.8,0.9,Partly cloudy
CCU,DEL,Vistara,15,15,1312,0.8,0.86,Clear
DEL,HYD,Vistara,11,12,1244,0.8,0.88,Light rain shower
BLR,DEL,Vistara,40,40,1736,0.8,0.9,Partly cloudy
BLR,BOM,Vistara,30,30,848,0.8,0.9,Partly cloudy
BLR,BOM,Air Asia,2,5,848,0.5,0.9,Partly cloudy
BLR,DEL,Air Asia,0,-2,1736,0.5,0.9,Partly cloudy
DEL,HYD,Air Asia,-2,-2,1244,0.5,0.88,Partly cloudy
BLR,DEL,Air Asia,-2,9,1736,0.5,0.9,Partly cloudy
CCU,DEL,Air Asia,9,5,1312,0.5,0.86,Partly cloudy
BLR,BOM,Air Asia,-1,-9,848,0.5,0.9,Partly cloudy
BLR,DEL,Air Asia,0,16,1736,0.5,0.9,Partly cloudy
CCU,DEL,Air Asia,0,6,1312,0.5,0.86,Sunny
DEL,HYD,Air Asia,7,16,1244,0.5,0.88,Partly cloudy
DEL,HYD,Air Asia,14,-10,1244,0.5,0.88,Thundery outbreaks possible
BLR,BOM,Air Asia,12,25,848,0.5,0.9,Partly cloudy
CCU,DEL,Air Asia,-10,-12,1312,0.5,0.86,Clear
BLR,BOM,Air Asia,-4,22,848,0.5,0.9,Partly cloudy
BLR,DEL,Air Asia,0,10,1736,0.5,0.9,Partly cloudy
CCU,DEL,Air India,-8,22,1312,0.5,0.86,Partly cloudy
BLR,DEL,Air India,0,-6,1736,0.5,0.9,Partly cloudy
BLR,BOM,Air India,0,-16,848,0.5,0.9,Partly cloudy
CCU,DEL,Air India,10,-12,1312,0.5,0.86,Partly cloudy
DEL,HYD,Air India,25,14,1244,0.5,0.88,Partly cloudy
BLR,BOM,Air India,-15,-1,848,0.5,0.9,Partly cloudy
DEL,HYD,Air India,43,29,1244,0.5,0.88,Partly cloudy
BLR,DEL,Air India,0,13,1736,0.5,0.9,Partly cloudy
CCU,DEL,Air India,240,165,1312,0.5,0.86,Partly cloudy
DEL,HYD,Air India,29,-6,1244,0.5,0.88,Partly cloudy
DEL,HYD,Air India,38,-10,1244,0.5,0.88,Partly cloudy
BLR,DEL,Air India,2,3,1736,0.5,0.9,Light rain shower
BLR,DEL,Air India,10,18,1736,0.5,0.9,Patchy rain possible
CCU,DEL,Air India,77,64,1312,0.5,0.86,Clear
BLR,BOM,Air India,-20,3,848,0.5,0.9,Patchy rain possible
BLR,BOM,Air India,20,9,848,0.5,0.9,Partly cloudy
CCU,DEL,Air India,5,22,1312,0.5,0.86,Clear
DEL,HYD,Air India,16,0,1244,0.5,0.88,Patchy light rain with thunder
BLR,DEL,Air India,0,8,1736,0.5,0.9,Partly cloudy
BLR,DEL,Air India,0,0,1736,0.5,0.9,Partly cloudy
BLR,BOM,Go Air,-3,9,848,0.3,0.9,Partly cloudy
DEL,HYD,Go Air,-7,-3,1244,0.3,0.88,Partly cloudy
BLR,DEL,Go Air,5,-5,1736,0.3,0.9,Partly cloudy
DEL,HYD,Go Air,-6,-5,1244,0.3,0.88,Partly cloudy
BLR,DEL,Go Air,-3,-7,1736,0.3,0.9,Partly cloudy
BLR,DEL,Go Air,0,-6,1736,0.3,0.9,Partly cloudy
BLR,BOM,Go Air,0,-6,848,0.3,0.9,Patchy rain possible
BLR,DEL,Go Air,60,61,1736,0.3,0.9,Partly cloudy
DEL,HYD,Go Air,-1,3,1244,0.3,0.88,Thundery outbreaks possible
BLR,BOM,Go Air,-7,5,848,0.3,0.9,Partly cloudy
CCU,DEL,Go Air,-13,-13,1312,0.3,0.86,Clear
BLR,DEL,Indigo,0,0,1736,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,0,0,1312,0.7,0.86,Clear
BLR,DEL,Indigo,-14,-25,1736,0.7,0.9,Partly cloudy
BLR,DEL,Indigo,0,-10,1736,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,107,82,1312,0.7,0.86,Partly cloudy
DEL,HYD,Indigo,6,-6,1244,0.7,0.88,Partly cloudy
BLR,BOM,Indigo,0,-13,848,0.7,0.9,Partly cloudy
BLR,BOM,Indigo,0,-18,848,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,13,-22,1312,0.7,0.86,Partly cloudy
BLR,BOM,Indigo,0,-3,848,0.7,0.9,Partly cloudy
DEL,HYD,Indigo,1,-23,1244,0.7,0.88,Partly cloudy
CCU,DEL,Indigo,8,-41,1312,0.7,0.86,Partly cloudy
BLR,BOM,Indigo,0,-8,848,0.7,0.9,Partly cloudy
BLR,DEL,Indigo,0,-13,1736,0.7,0.9,Partly cloudy
DEL,HYD,Indigo,25,8,1244,0.7,0.88,Partly cloudy
BLR,DEL,Indigo,0,-1,1736,0.7,0.9,Partly cloudy
DEL,HYD,Indigo,3,-4,1244,0.7,0.88,Partly cloudy
CCU,DEL,Indigo,27,-3,1312,0.7,0.86,Partly cloudy
DEL,HYD,Indigo,38,18,1244,0.7,0.88,Partly cloudy
BLR,DEL,Indigo,0,-9,1736,0.7,0.9,Partly cloudy
BLR,BOM,Indigo,4,3,848,0.7,0.9,Partly cloudy
BLR,DEL,Indigo,0,-1,1736,0.7,0.9,Partly cloudy
